Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip5--00000.jpg;go;970;166;989;186;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;go;1255;303;1277;325;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;stopLeft;76;249;94;264;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;stopLeft;787;127;800;138;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00001.jpg;go;971;164;990;185;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;go;1255;304;1272;323;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;stopLeft;74;244;94;266;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;stopLeft;786;127;800;138;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00002.jpg;go;971;164;990;185;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;go;1255;304;1272;323;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;stopLeft;74;244;94;266;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;stopLeft;784;116;808;142;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00003.jpg;go;971;164;990;185;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;go;1255;304;1272;323;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;stopLeft;74;244;94;265;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;stopLeft;789;124;801;138;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00004.jpg;go;971;164;990;185;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
nightTraining/nightClip5--00004.jpg;go;1255;304;1272;323;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
