Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip2--00000.jpg;go;524;379;528;384;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00000.jpg;go;736;351;743;358;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00000.jpg;go;773;353;779;362;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00000.jpg;go;856;383;861;390;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00000.jpg;go;765;379;769;384;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00000.jpg;go;785;377;791;384;nightTraining/nightClip2/clip2.mp4;0;nightTraining/nightClip2/clip2.mp4;0
nightTraining/nightClip2--00001.jpg;go;521;379;526;384;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00001.jpg;go;734;349;740;354;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00001.jpg;go;770;352;777;360;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00001.jpg;go;854;381;859;386;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00001.jpg;go;764;377;768;382;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00001.jpg;go;784;376;788;380;nightTraining/nightClip2/clip2.mp4;1;nightTraining/nightClip2/clip2.mp4;1
nightTraining/nightClip2--00002.jpg;go;516;378;520;383;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00002.jpg;go;732;348;738;354;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00002.jpg;go;768;352;774;358;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00002.jpg;go;852;381;857;387;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00002.jpg;go;760;376;763;380;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00002.jpg;go;782;376;786;380;nightTraining/nightClip2/clip2.mp4;2;nightTraining/nightClip2/clip2.mp4;2
nightTraining/nightClip2--00003.jpg;go;512;379;516;383;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00003.jpg;go;728;350;734;356;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00003.jpg;go;764;353;771;359;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00003.jpg;go;848;383;854;389;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00003.jpg;go;756;378;760;384;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00003.jpg;go;778;378;782;382;nightTraining/nightClip2/clip2.mp4;3;nightTraining/nightClip2/clip2.mp4;3
nightTraining/nightClip2--00004.jpg;go;507;380;510;384;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00004.jpg;go;724;350;730;356;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00004.jpg;go;760;354;767;359;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00004.jpg;go;844;383;850;390;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00004.jpg;go;753;378;757;382;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00004.jpg;go;773;379;777;384;nightTraining/nightClip2/clip2.mp4;4;nightTraining/nightClip2/clip2.mp4;4
nightTraining/nightClip2--00005.jpg;go;503;379;506;384;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00005.jpg;go;720;349;727;355;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00005.jpg;go;755;352;764;361;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00005.jpg;go;842;383;847;389;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00005.jpg;go;750;378;754;382;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00005.jpg;go;770;379;774;384;nightTraining/nightClip2/clip2.mp4;5;nightTraining/nightClip2/clip2.mp4;5
nightTraining/nightClip2--00006.jpg;go;499;376;503;380;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00006.jpg;go;716;346;723;352;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00006.jpg;go;753;349;758;355;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00006.jpg;go;838;379;844;384;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00006.jpg;go;746;374;750;378;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00006.jpg;go;766;374;770;378;nightTraining/nightClip2/clip2.mp4;6;nightTraining/nightClip2/clip2.mp4;6
nightTraining/nightClip2--00007.jpg;go;493;372;497;376;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00007.jpg;go;712;342;719;348;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00007.jpg;go;750;345;756;352;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00007.jpg;go;835;376;840;383;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00007.jpg;go;742;371;746;375;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00007.jpg;go;762;370;767;374;nightTraining/nightClip2/clip2.mp4;7;nightTraining/nightClip2/clip2.mp4;7
nightTraining/nightClip2--00008.jpg;go;489;368;493;372;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00008.jpg;go;708;336;716;342;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00008.jpg;go;746;340;753;346;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00008.jpg;go;832;370;837;374;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00008.jpg;go;738;366;742;370;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00008.jpg;go;758;367;762;371;nightTraining/nightClip2/clip2.mp4;8;nightTraining/nightClip2/clip2.mp4;8
nightTraining/nightClip2--00009.jpg;go;485;365;489;370;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00009.jpg;go;704;333;712;340;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00009.jpg;go;742;337;749;344;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00009.jpg;go;828;367;834;373;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00009.jpg;go;734;362;738;366;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00009.jpg;go;755;363;759;369;nightTraining/nightClip2/clip2.mp4;9;nightTraining/nightClip2/clip2.mp4;9
nightTraining/nightClip2--00010.jpg;go;479;366;482;370;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
nightTraining/nightClip2--00010.jpg;go;700;334;708;341;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
nightTraining/nightClip2--00010.jpg;go;738;338;746;345;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
nightTraining/nightClip2--00010.jpg;go;826;368;831;373;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
nightTraining/nightClip2--00010.jpg;go;730;364;735;368;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
nightTraining/nightClip2--00010.jpg;go;751;364;755;368;nightTraining/nightClip2/clip2.mp4;10;nightTraining/nightClip2/clip2.mp4;10
