Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
dayTraining/dayClip5--00000.jpg;go;774;378;778;383;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;848;394;853;400;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;934;433;938;438;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;1152;422;1158;428;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;677;413;681;418;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;761;442;765;447;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;goLeft;342;453;347;457;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;goLeft;706;376;711;380;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00001.jpg;go;774;378;780;384;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;848;392;854;398;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;932;430;941;439;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;1150;418;1162;430;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;677;414;681;418;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;761;443;765;447;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;goLeft;341;454;345;458;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;goLeft;705;374;712;380;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00002.jpg;go;774;376;780;382;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;848;392;855;400;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;934;432;940;440;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;1151;417;1166;429;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;677;414;680;419;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;760;443;765;447;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;goLeft;341;454;346;458;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;goLeft;704;375;711;381;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00003.jpg;go;774;377;779;382;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;go;848;393;854;401;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;go;934;433;940;440;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;go;1152;419;1165;431;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;go;676;415;680;419;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;go;760;443;764;447;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;goLeft;340;455;344;459;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00003.jpg;goLeft;704;374;710;378;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;3
dayTraining/dayClip5--00004.jpg;go;771;375;779;385;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4
dayTraining/dayClip5--00004.jpg;go;848;393;854;401;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4
dayTraining/dayClip5--00004.jpg;go;935;432;940;440;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4
dayTraining/dayClip5--00004.jpg;go;1154;419;1167;432;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4
dayTraining/dayClip5--00004.jpg;go;676;414;680;419;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;4
