Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
dayTraining/dayClip9--00000.jpg;stop;901;307;906;313;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0
dayTraining/dayClip9--00000.jpg;stop;1123;388;1129;392;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0
dayTraining/dayClip9--00000.jpg;stopLeft;782;305;789;312;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0
dayTraining/dayClip9--00000.jpg;stopLeft;259;370;266;377;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;0
dayTraining/dayClip9--00001.jpg;stop;899;307;904;312;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1
dayTraining/dayClip9--00001.jpg;stop;1123;387;1127;391;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1
dayTraining/dayClip9--00001.jpg;stopLeft;778;303;787;309;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1
dayTraining/dayClip9--00001.jpg;stopLeft;254;370;260;378;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;1
dayTraining/dayClip9--00002.jpg;stop;896;304;902;310;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;2;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;2
dayTraining/dayClip9--00002.jpg;stop;1122;386;1126;390;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;2;dayTraining/dayClip9/dayClip9Shutter0.000200-Gain-0.mp4;2
